autor_data	autor_nome	autor_endereco	autor_titulo	autor_comentario	autor_viagem
4-08-2018	SERGIO DANESI	PORTO ALEGRE, RS	ÓTIMO PARA CAMINHAR E PASSEAR	UMA ORLA REVITALIZADA, CALÇADÃO BOM PARA PASSEAR E CORRER .	PRAIA DE IRACEMA - FORTALEZA (CE)
2-08-2018	CAIO T	BRASÍLIA, DF	LOCAL MAIS FAMOSO	PRAIA MAIS CERCADA DE INFRAESTRUTURA NA CIDADE. SUAS FEIRAS, DECKS, RESTAURANTES E FLUXO DE PESSOAS TORNA O LOCAL UM PONTO BADALADO OU TRANQUILO DEPENDENDO DO MOMENTO DO DIA	PRAIA DE IRACEMA - FORTALEZA (CE)
2-08-2018	JANETEGLASHORESTER	MONTENEGRO, RS	LUGAR HISTÓRICO!	LUGAR LINDO E COM MUITA HISTÓRIA, ONDE FOI O INÍCIO DE FORTALEZA. CALÇADÃO ESPAÇOSO COM CICLOVIA, ESPAÇO PARA CAMINHADAS.  MUITO MOVIMENTADO À NOITE, COM BARES, RESTAURANTES E UMA VISTA LINDA DA CIDADE DE FORTALEZA. POSSUI VÁRIOS E BONS HOTÉIS PRÓXIMOS, FEIRA DE ARTIGOS LOCAIS, LANCHES RÁPIDOS...O PÔR DO SOL VISTO DO TRAPICHE É ESPETACULAR. A PRAIA NÃO É PRÓPRIA PARA BANHO, MAS RENDE BELOS PASSEIOS À TARDINHA E À NOITE. APARENTEMENTE TRANQUILO, MAS SEMPRE É BOM TOMAR CUIDADO COM SEUS PERTENCES.	PRAIA DE IRACEMA - FORTALEZA (CE)
2-08-2018	NOMEDIOGO	BRASÍLIA, DF	BONITA	PRAIA BONITA PARA VISITAR E ADMIRAR A PAISAGEM NÃO É APROPRIADA PARA BANHO, BOA PARA CAMINHADAS AO AR LIVRE	PRAIA DE IRACEMA - FORTALEZA (CE)
31-07-2018	CLAUDEMIR BARROS	JI-PARANÁ, RO	BONITA, PORÉM POLUÍDA	APESAR DE TER OBSERVADO QUE MUDOU MUITO, QUANDO TIVE EM FORTALEZA A QUATRO ANOS NINGUÉM BANHAVA NA PRAIA, POR SER MUITO POLUÍDA! PORÉM DESTA VEZ, VI MUITAS PESSOAS USANDO PARA BANHO! SENSACIONAL PARA COMER E CAMINHAR NA ORLA!	PRAIA DE IRACEMA - FORTALEZA (CE)
31-07-2018	BENJAMINVALENTINA	FORTALEZA, CE	PAISAGEM BONITA	BOM LOCAL PARA PASSEIOS A PÉ E FOTOGRAFIAS. TEM QUE FICAR ATENTO POIS SÃO CONSTANTES AS OCORRÊNCIAS DE PEQUENOS FURTOS, MAS AS VEZES QUE FUI SEMPRE VI POLICIAMENTO.	PRAIA DE IRACEMA - FORTALEZA (CE)
30-07-2018	GASPAR C	14 CONTRIBUIÇÕES	UMA BOA PAISAGEM,	ESTA BEM SITUADA NA CAPITAL FORTALEZA. ÁREA PRÓPRIA PARA BANHO. BELÍSSIMO PASSEIO COM BONS RESTAURANTE NA PROXIMIDADE.	PRAIA DE IRACEMA - FORTALEZA (CE)
29-07-2018	GISELE A	34 CONTRIBUIÇÕES	CENÁRIO LINDO, PENA QUE NÃO DÊ PARA TOMAR BANHO!	A PAISAGEM E A COR DO MAR SÃO FANTÁSTICOS. CENÁRIO LINDO, COM MUITAS OPÇÕES DE DIVERSÃO, DESDE BARES, CAMINHADAS, FEIRINHA DE ARTESANATO, EXPOSIÇÃO DE ARTES, SORVETERIA E RESTAURANTES ATÉ PASSEIOS MAIS COMUNS, COMO ANDAR DE BICICLETA PELA CICLOVIA. RECOMENDO O PASSEIO, MAS NÃO O BANHO, INFELIZMENTE!	PRAIA DE IRACEMA - FORTALEZA (CE)
29-07-2018	LUIZDOSREIS	NILÓPOLIS, RJ	PRAIA BONITA	PRAIA BONITA PORÉM NÃO É PRÓPRIA PARAR BANHO, TEM O CALÇADÃO QUE É MUITO MOVIMENTADO, TEM A ESTATUA DE IRACEMA E MUITO COMERCIO EM TORNO, A PRINCÍPIO A PRAIA É SEGURA.	PRAIA DE IRACEMA - FORTALEZA (CE)
29-07-2018	ANNA BERNARDES	UBERLÂNDIA, MG	CENÁRIO LINDO	PRAIA COM VISTA BELÍSSIMA. TEM PIER PARA CURTIR O MOMENTO. CUIDADO COM OS CICLISTAS, POIS ANDAM NO PIER. A PRAIA EM SI TEM ONDAS BOAS, NEM FORTE E NEM FRACA. ÁGUA FRIA, MAS AGRADÁVEL DIANTE DO CALOR. TURISTAS INFELIZMENTE NÃO RESPEITAM A NATUREZA ENTÃO TEM UMA QUANTIDADE DE LIXO NO ENTORNO (GARRAFAS E COPOS DE PLÁSTICO).	PRAIA DE IRACEMA - FORTALEZA (CE)
27-07-2018	TÂNIA M	SALVADOR, BA	REVISITANDO IRACEMA	AS ÚLTIMAS INTERVENÇÕES NA PRAIA DE IRACEMA A DEIXARAM ALÉM DE LINDA MUITO AGRADÁVEL. O ESPIGÃO QUE AVANÇA SOBRE O MAR TE DÁ UMA VISÃO PRIVILEGIADA  DA BEIRA MAR. MUITO BOM.	PRAIA DE IRACEMA - FORTALEZA (CE)
27-07-2018	ANDRÉ DEMÉTRIUS	RIO DE JANEIRO, RJ	BELÍSSIMA PRAIA E CARTÃO POSTAL DE FORTALEZA	UM DOS PRINCIPAIS CARTÕES POSTAIS DE FOTALEZA É A FAMOSA PRAIA DE IRACEMA E SUA BELÍSSIMA ESTÁTUA DA IRACEMA GUARDIÃ. TENHA CUIDADO SOMENTE AO PASSEAR POR ESSAS "PONTEZINHAS" DA PRAIA A NOITE..MAS A ORLA EM SÍ É MUITO BONITA. MAS A PRAIA EM SI PARA BANHO EU NÃO RECOMENDO..É MELHOR IR PRA MEIRELES QUE FICA AO LADO OU ENTÃO FAZER OS PASSEIOS PRAS PRAIAS MAIS DISTANTES (CUMBUCO, LAGOINHA...)	PRAIA DE IRACEMA - FORTALEZA (CE)
25-07-2018	RUTH M	FORTALEZA, CE	LINDA	PRAIA MARAVILHOSA, MUITO MOVIMENTADA E ÓTIMA PARA VER O PÔR DO SOL, É UM VERDADEIRO ESPETÁCULO!!!!!!	PRAIA DE IRACEMA - FORTALEZA (CE)
24-07-2018	DANIELA A	76 CONTRIBUIÇÕES	RAZOÁVEL	UM PASSEIO NA ORLA É BEM LEGAL, PORÉM PARA BANHO NÃO É MUITO AGRADÁVEL. À NOITE O CALÇADÃO É BASTANTE MOVIMENTADO.	PRAIA DE IRACEMA - FORTALEZA (CE)
24-07-2018	LEOCANALLI	MOGI DAS CRUZES, SP	AGRADÁVEL E BADALADA	PRAIA BONITA E BEM FREQUENTADA. É MUITO LEGAL OBSERVAR QUE, MESMO DURANTE A NOITE, HÁ UM GRANDE MOVIMENTO TANTO DE TURISTAS QUANTO DE LOCAIS.	PRAIA DE IRACEMA - FORTALEZA (CE)
24-07-2018	VALERIA FERRITE	PIRACICABA, SP	ÓTIMA PARA CAMINHAR	FIQUEI EM UM APTO NO BAIRRO ENTÃO IA CAMINHAR BEM CEDINHO E À NOITE TAMBÉM QDO VC ENCONTRA VARIAS BARRAQUINHAS COM COMIDINHAS TÍPICAS. NÃO É PRÓPRIA PARA BANHO. À NOITE MUITOS LOCAIS CAMINHANDO, ANDANDO DE SKATE E PATINS. UMA DELÍCIA. PODE-DE ALUGAR BIKES DA PREFEITURA, BASTA BAIXAR UM APLICATIVO NO CELULAR.	PRAIA DE IRACEMA - FORTALEZA (CE)
23-07-2018	WILLIAN C	69 CONTRIBUIÇÕES	POR DOSOL	VISITEI NO FINAL DA TARDE POR VOLTA DAS 17H E FUI SURPREENDIDO COMO POR DO SOL AS 17H30. UMA VISTA ESPETACULAR. ALÉM DA FEIRINHA.	PRAIA DE IRACEMA - FORTALEZA (CE)
23-07-2018	CAROLINE V	FORTALEZA, CE	ABANDONADA	PONTO TURÍSTICO QUE JÁ FOI MUITO VISITADO, PRINCIPALMENTE NA PONTE METÁLICA QUE TEM UMA VISTA LINDA DO POR DO SOL, MAS HJ ESTÁ ABANDONADO SITUAÇÃO PRECÁRIA NÃO SÓ DA PONTE COMO AS RUAS PRÓXIMAS.	PRAIA DE IRACEMA - FORTALEZA (CE)
23-07-2018	_JGN92	CAUCAIA, CE	BEM ANIMADO	DOMINGO ANOITE BEM MOVIMENTADO . FEIRINHA COM PRODUTOS BONS E AGRADÁVEIS.  BEM EM CONTA. A PONTE EM FRENTE AO BOTECO PRAIA. MUITO BOM PARA NAMORAR. BEM VENTILADO.  MUITAS ATRAÇÕES.  DIFÍCIL DE ESCOLHER O QUE FAZER .	PRAIA DE IRACEMA - FORTALEZA (CE)
23-07-2018	RONALDORATIS	FORTALEZA, CE	A PRAIA MAIS FAMOSA  DE FORTALEZA	É A PRAIA MAIS FAMOSA E, PORQUE NÃO DIZER, A MAIS CHARMOSA DA CAPITAL CEARENSE.	PRAIA DE IRACEMA - FORTALEZA (CE)
22-07-2018	LUCAS CARVALHO	MANAUS, AM	PRAIA PARA VISITAS	PRAIA MUITO BOA PARA FOTOS E PASSEIOS, MAS NÃO MUITO BOA PARA BANHO DEVIDO A POLUIÇÃO. MUITO BOM CAMINHAR NO FIM DA TARDE NESTA ORLA.	PRAIA DE IRACEMA - FORTALEZA (CE)
22-07-2018	PENHA OLIVEIRA	RIO DE JANEIRO, RJ	DELICIOSA!	ASSISTIR AO POR DO SOL , DE UMA DOS CAMINHOS SOBRE AS PEDRAS, NÃO TEM PREÇO. ÁGUAS LIMPAS, MORNAS E MANSAS.	PRAIA DE IRACEMA - FORTALEZA (CE)
23-07-2018	MYKAELJOSEPH	NATAL, RN	ORLA SUPER AGRADÁVEL	ESTIVE DE FÉRIAS COM MINHA FAMÍLIA NO INÍCIO DE JULHO E FICAMOS HOSPEDADOS NA ORLA DE IRACEMA. A PRAIA É MUITO BOA, BASTANTE MOVIMENTADA, PREÇOS ACESSÍVEIS, POSSUI FEIRINHA DE ARTESANATO, ALUGUEL DE BICICLETAS, MUITOS RESTAURANTES E MUITO POLICIAMENTO, PASSANDO UMA MAIOR SENSAÇÃO DE SEGURANÇA AOS VISITANTES. ENFIM, MUITO BOM PARA CURTIR COM FAMÍLIA E AMIGOS.	PRAIA DE IRACEMA - FORTALEZA (CE)
21-07-2018	RICARDO I	SÃO PAULO, SP	PRAIA URBANA	PRAIA COM VISUAL URBANO, DE UM LADO DA AVENIDA UMA CIDADE E DO OUTRO AREIA E MAR. UM GRANDE CALÇADÃO QUEBRA UM POUCO ESTE ANTAGONISMO NÃO ESPERADO PARA UMA PRAIA NO NORDESTE, QUALQUER TURISTA ESPERA ALGO MAIS VOLTADO PARA A NATUREZA. NO MAIS OFERECE BONS RESTAURANTES E BARES PARA ENRIQUECER O PASSEIO. NÃO É PARADA OBRIGATÓRIA.	PRAIA DE IRACEMA - FORTALEZA (CE)
19-07-2018	MARIA HOSANA	FLORIANÓPOLIS, SC	MUITO AGITO	O FINAL DA TARDE REÚNE MUITA GENTE PASSEANDO, ANDANDO DE PATINS, BICICLETA, CURTINDO O POR DO SOL QUE, EM FORTALEZA, É SEMPRE LINDO.	PRAIA DE IRACEMA - FORTALEZA (CE)
19-07-2018	ANDRÉ L	SÃO PAULO, SP	EXCELENTE PASSEIO!	VARIAS OPÇÕES DE ENTRETENIMENTO! A FEIRINHA DE ARTESANATO É QUE JÁ FOI MUITO MELHOR, PORÉM AINDA É POSSÍVEL ENCONTRAR ALGUMAS COISAS!	PRAIA DE IRACEMA - FORTALEZA (CE)
19-07-2018	MARISETE K	SÃO PAULO, SP	LUGAR LINDO!!	PRAIA LINDA E COM ÓTIMOS RESTAURANTES, PESSOAS ATENCIOSAS E MUITO SIMPÁTICAS.	PRAIA DE IRACEMA - FORTALEZA (CE)
18-07-2018	MICHELEAMARANTE28	SÃO GONÇALO, RJ	PRAIA GOSTOSA PARA PASSEIO	A PRAIA NÃO É BOA PARA BANHO, PORÉM, É GOSTOSO PASSEAR NA BEIRA MAR, UMA VISTA LINDA DO MAR ABERTO, TEM LUGARES PARA ANDAR DE SKATE, PATINS, E POR AI VAI.	PRAIA DE IRACEMA - FORTALEZA (CE)
18-07-2018	GABRIEL S	COLOMBO, PR	ÓTIMO PARA CAMINHAR E VISITAR	PRAIA BEM LIMPA E COM UMA FAIXA GRANDE DE AREIA, BOA PARA REALIZAR CAMINHADAS. NÃO TEM UM GRANDE FLUXO DE BANHISTAS.	PRAIA DE IRACEMA - FORTALEZA (CE)
17-07-2018	JOAOLINO52	FORTALEZA, CE	UM BOM CANTO PRA FICAR	POR TODA A ORLA DA PRAIA DE IRACEMA VOCÊ ENCONTRA UM LOCAL PRA FICAR. ÓTIMOS RESTANTES É UMA VISTA SEMPRE PRIVILEGIADA. FICA PERTO DO CENTRO DRAGÃO DO MAR E DO CENTRO CULTURAL DA CEF. O CALÇADÃO É UM CONVITE PRA UMA CAMINHADA. MUITOS SÃO OS SOLES, MAS NENHUM SE PÕE COMO O DA PRAIA DE IRACEMA.	PRAIA DE IRACEMA - FORTALEZA (CE)
16-07-2018	ELISAMARTEL	51 CONTRIBUIÇÕES	PERFEITA PRA APRECIAR PÔR DO SOL!	SENTAMOS NO BOTECO DA PRAIA E CAMINHAMOS NO ESPIGÃO PRA VER UM PÔR DO SOL FANTÁSTICO DA PRAIA DE IRACEMA.	PRAIA DE IRACEMA - FORTALEZA (CE)
13-07-2018	MSOFS	DIADEMA, SP	ÓTIMO PARA AMANHECER OU POE DO SOL	LOCAL MUITO AGRADÁVEL,A PRAIA NÃO TEM ESTRUTURA DE BARRACAS,MAS O CALÇADÃO TEM VÁRIAS OPÇÕES. ESTIVE NO LOCAL VÁRIAS VEZES NO FINAL DE TARDE E O POR DO SOL ESTAVA LINDO.	PRAIA DE IRACEMA - FORTALEZA (CE)
13-07-2018	ANINHACHRIS	SÃO PAULO, SP	LINDO POR DO SOL	A PRAIA EM SI NÃO TEM MTOS BANHISTA, SEMPRE FICAVA NA PRAIA NO FINAL DA TARDE, O POR DO SOL PERTO DA ESTATUA É LINDO, E QUANDO A LUA CHEGAVA ERA DIVINO.	PRAIA DE IRACEMA - FORTALEZA (CE)
13-07-2018	NRL	BRASÍLIA, DF	IMPRÓPRIA PARA BANHO	PRAIA NÃO SERVE PRA BANHO POR QUE A ÁGUA E AREIA SÃO SUJAS E O MAR É BRAVO. NÃO TEM SALVA VIDAS E O POLICIAMENTO É PRECÁRIO.	PRAIA DE IRACEMA - FORTALEZA (CE)
9-07-2018	DANIEL M	19 CONTRIBUIÇÕES	SOSSEGO NO MEIO DA CIDADE.	PRAIA LINDA E LIMPA, SEM MULTIDÃO, EM UMA REGIÃO URBANA DENSAMENTE POVOADA COM BARES E RESTAURANTES QUE VÃO DESDE O PF CASEIRO DE DEZ REAIS A RESTAURANTE CHIQUE DE HOTEL PRAIA BOA PARA TODO MUNDO, MESMO!	PRAIA DE IRACEMA - FORTALEZA (CE)
9-07-2018	MARI ZOGHBI	SÃO PAULO, SP	PRAIA BONITA A NOITE	FUI VISITAR A PRAIA A NOITE E ACHEI BEM BONITA, TEM UMAS PEDRAS E A ÁGUA FICAVA BATENDO NELA. TEM BASTANTE COISA PARA FAZER PERTO DA PRAIA E UNS LUGARES COM VISTAS LINDAS. A PRAIA EM SI, PARECEU UM POUCO SUJA E NÃO É TÃO LINDA, MAS A REGIÃO VALE SUPER A PENA CONHECER.	PRAIA DE IRACEMA - FORTALEZA (CE)
8-07-2018	FERNANDOESTEVO	BELO JARDIM, PE	LIMPEZA TOTAL	EXCELENTE PRAIA MARAVILOSA ESSE PONTE PERFFEITA A NOITE EM IRACEMA É EXPETACULAR VALE A PENA PASSAR POR IRACEMA EM FORTALEZA	PRAIA DE IRACEMA - FORTALEZA (CE)
5-07-2018	DAVIDNAWA	SÃO PAULO, SP	MUITO BONITO	BOM PARA PASSEAR A PÉ, CAMINHADAS E CORRIDAS, TEM UM CAMINHO QUE ENTRA NO MAR, A VISTA É BONITA, BEM POLICIADO, ME SENTI SEGURO CAMINHANDO A NOITE.	PRAIA DE IRACEMA - FORTALEZA (CE)
4-07-2018	FABIA J	NOVO HAMBURGO, RS	PRAIA GOSTOSA PARA O FINAL DE TARDE, PROPORCIONA LINDAS IMAGENS	VALE A PENA APRECIAR O PÔR DO SOL NA PONTE...SE DER A SORTE DE IR NO PERÍODO DE LUA CHEIA COMO EU, TERÁ O PRIVILÉGIO DE APRECIAR OS DOIS. VÁRIAS OPÇÕES GASTRONÔMICAS, MUITO BOM. VOLTAREMOS COM CERTEZA!	PRAIA DE IRACEMA - FORTALEZA (CE)
4-07-2018	RAFANANDA100	MOSSORÓ, RN	PRAIA MUITO BOA PARA PASSEIO	UMA PRAIA QUE TEM UMA ORLA PERFEITA, MUITAS OPÇÕES DE PASSEIOS E BELAS VISTAS PARA TIRAR FOTO. A NOITE É PERFEITO PARA UM PASSEIO.	PRAIA DE IRACEMA - FORTALEZA (CE)
4-07-2018	MAYARASANTOS120	SANTO ANDRÉ, SP	ORLA DA PRAIA DELICIOSA !	LUGAR GOSTOSO PARA EXERCICIOS PELA MANHA, OU PARA UM PASSEIO A NOITE. MUITO AGRADAVEL.	PRAIA DE IRACEMA - FORTALEZA (CE)
3-07-2018	ELISANGELA F	1 CONTRIBUIÇÃO	EXCELENTE PASSEIO A BEIRA MAR	EM VISITA A PRAIA, SUPER INDICO ESTRUTURA DE PASSEIO PARA FAMÍLIA COM CRIANÇAS, PATINS , BICICLETAS, PARA ALUGUÉIS,  E TUDO PARA CONSUMO DOS DEMAIS . NA OPORTUNIDADE COMEMOS UM CAMARÃO AO ALHO E ÓLEO COMO NUNCA COMI EM LUGAR  NENHUM... TUDO LINDO VA CONHECER .	PRAIA DE IRACEMA - FORTALEZA (CE)
2-07-2018	FELIPE P	PERNAMBUCO	FORTALEZA E SUAS BELAS PRAIAS	NA AV. BEIRA MAR (N. 1680) TEM UMA ESPÉCIE DE "DOCA" EM QUE É POSSÍVEL FICAR UM POUCO AFASTADO DO CONTINENTE. PRÓXIMO A ESSE LUGAR TEM UM POSTO POLICIAL (CAMINHÃO) E CÂMERAS DE SEGURANÇA. A PRAIA É BEM MOVIMENTADA DURANTE O DIA, PORÉM, NO TRECHO POR ONDE ANDEI, NÃO VI MUITOS QUIOSQUES OU BARRACAS DE PRAIA.	PRAIA DE IRACEMA - FORTALEZA (CE)
1-07-2018	PRISCILLACHENRIQUES	RIO DE JANEIRO, RJ	BONITA MAS...	PRAIA BONITA, FEIRINHA LEGAL, BARES E OUTROS COMÉRCIO PRÓXIMO, PORÉM A ABORDAGEM FREQUENTE DE AMBULANTES TORNA O PASSEIO DESAGRADÁVEL	PRAIA DE IRACEMA - FORTALEZA (CE)
30-06-2018	VALDA MARIA CAM... T	LAGES, SANTA CATARINA, BRAZIL	PRAIA NO CENTRO DE FORTALEZA	A PRAIA DE IRACEMA ESTÁ LOCALIZADA NO CENTRO DE FORTALEZA E PRÓXIMA A TUDO. HÁ MUITOS BARES E RESTAURANTES. O NOME VEM DA PERSONAGEM IRACEMA DO LIVRO DE JOSÉ DE ALENCAR, AUTOR CEARENSE. HÁ NA PRAIA DUAS ESTÁTUAS  DE IRACEMA. UMA COM UM ARCO NA MÃO. A PRAIA FOI RESTAURADA E REVITALIZADA. HÁ UM CALÇADÃO ONDE AS PESSOAS ANDAM E SE DIVERTEM. É UMA DAS PRAIAS ONDE HÁ  UM POUCO DE SEGURANÇA, POIS O POLICIAMENTO É INTENSIVO. A PRAIA É IMPRÓPRIA PARA BANHO.	PRAIA DE IRACEMA - FORTALEZA (CE)
27-05-2018	LUCIANO P	BELÉM, PA	BOM LOCAL PARA REGISTRO DE IMAGENS	ORLA MUITO BOA E COM VÁRIA OPCOES PARA ATIVIDADES FÍSICAS, INÚMEROS BARES, RESTAURANTES E HOTÉIS, PAISAGEM LINDA PARA FILMAR E TIRAR FOTOS.	PRAIA DE IRACEMA - FORTALEZA (CE)
24-05-2018	CARINA D	FORTALEZA	POR DO SOL	GOSTO DE IR VER O SOL SE POR, O CÉU FICA COM UMA COLORAÇÃO MARAVILHOSA. O ÚNICO PROBLEMA É A SEGURANÇA, APESAR DE VER POLICIAMENTO, AINDA EXISTEM MUITOS RELATOS(FEITO POR AMIGOS) DE FURTOS E ROUBOS.	PRAIA DE IRACEMA - FORTALEZA (CE)
21-05-2018	443REINALDOL	MARACANAÚ, CE	PASSEIO SUPER AGRADÁVEL E EDUCACIONAL.	LUGAR SUPER AGRADÁVEL, HISTÓRICO, REPLETO DE OPÇÕES DE LAZER, CULTURA, GASTRONOMIA, EDUCAÇÃO E ENERGIAS POSITIVAS.	PRAIA DE IRACEMA - FORTALEZA (CE)
21-05-2018	NEVITON M	10 CONTRIBUIÇÕES	IRACEMA	ÓTIMA PRAIA. LIMPA E SEGURA. FICA PERTO DE TUDO. TEM UM BAR PROXIMO CHAMADO "BOTECO". MUITO BOM! MUSICA AO VIVO. GOSTEI.	PRAIA DE IRACEMA - FORTALEZA (CE)
18-05-2018	SAIMONRIO	PORTO VELHO, RO	PRAIA MUITO BONITA.	A PRAIA É MAIS MOVIMENTADA EM FINAIS DE SEMANA, MAS TAMBÉM É ATRATIVA EM DIAS ÚTEIS. VALE A PENAS FAZER UMA BOA CAMINHADA.	PRAIA DE IRACEMA - FORTALEZA (CE)
30-06-2018	YOSHIO F	42 CONTRIBUIÇÕES	FILHA FAZENDO CONCURSO E PAIS ACOMPANHANDO	ESTAMOS HOSPEDADOS EM FRENTE A PRAIA DE IRACEMA, NO ATERRO. É UMA PRAIA PEQUENA MAS SUPER AGRADÁVEL. MAR TRANQUILO COM POSTO DE SALVA VIDAS. A PRAIA DO ATERRO É CERCADA POR DOIS QUEBRA ONDAS. FICA O PEDIDO PARA A PREFEITURA: A PRAIA PRECISA SER LIMPA COM USO DESSAS MÁQUINAS  QUE FAZEM A AREIA PASSAR POR PENEIRAS QUE TIRAM CACOS DE VIDRO E MATERIAIS PÉRFURO CORTANTES. MUITAS FEZES DE CACHORRO NA AREIA E BITUCAS DE CIGARRO: FALTA DE EDUCAÇÃO E CIDADANIA DOS DONOS DOS CÃES E DOS FUMANTES NÃO EDUCADOS. O MAR É ÓTIMO PARA NADAR. TEM BARRACAS QUE VENDEM COCO A R$ 2,00.	PRAIA DE IRACEMA - FORTALEZA (CE)
27-06-2018	ALEX S	FORTALEZA, CE	PASSEIO E COMPRAS FORTALEZA	A ORLA DE FORTALEZA CONTA COM LOCAIS BEM INTER SANTOS PARA FAZER TURISMO. DESDE A ORLANDA PRAIA DE IRACEMA QUE POSSUI UM BONITO CALÇADÃO PARA PODER PASSEAR, CONHECER PONTOS TURÍSTICOS COMO A PONTE DOS INGLESES, ESTORIL E PIRATA BAR, ATÉ IR ATÉ O CALÇADÃO DA BEIRA MAR ONDE EXISTE A FEIRINHA DE ARTESANATO E COMIDAS REGIONAIS. VALE A PENA CONHECER.	PRAIA DE IRACEMA - FORTALEZA (CE)
25-06-2018	MARTÍR S	FORTALEZA, CE	UM LOCAL ÍCONE DA CIDADE DE FORTALEZA	A PRAIA DE IRACEMA JÁ PASSOU POR VÁRIAS ALTERAÇÕES URBANISTICAS, MUITAS PARA MELHOR, MAS NUNCA PERDEU O AR BUCÓLICO QUE SEMPRE TEVE. ANTES REDUTO DA BOEMIA, ATUALMENTE A PI, COMO É CHAMADA POR SEUS MORADORES, É UM EXCELENTE LUGAR PARA PASSEAR.	PRAIA DE IRACEMA - FORTALEZA (CE)
25-06-2018	KLAITON LUÍS FE... S	SÃO PAULO, SP	PRAIA MUITO BONITA, COM POLICIAMENTO, E MUITA VISTA PARA O MAR.	PRAIA MUITO BONITA, COM POLICIAMENTO, E MUITA VISTA PARA O MAR. O ACESSO É FÁCIL, E DÁ A SENSAÇÃO DE SEGURANÇA VER O POLICIAMENTO OSTENSIVO, COISA QUE DEVERIA ACONTECER FORA DA ORLA TAMBÉM...	PRAIA DE IRACEMA - FORTALEZA (CE)
21-06-2018	EMY MAFRA	BELÉM, PA	MELHOR LUGAR PRA FICAR	A PRAIA NÃO É MUITO BEM RECOMENDADA PARA BANHO, MAS A ORLA É ENORME E É POSSÍVEL PRATICAR OS MAIS VARIADOS ESPORTES, CAMINHADA, CORRIDA, ANDAR DE BICICLETA (EXISTE O BICICLETAR, PROJETO DA PREFEITURA COM A UNIMED, QUE PERMITE QUE VOCÊ UTILIZE AS BICICLETAS POR 10,00 MENSAL PELO PERÍODO DE 1H COM INTERVALO DE 15 MINUTOS ENTRE DEVOLUÇÃO E NOVO USO). ALÉM DISSO, O POR DO SOL É MARAVILHOSO VISTO DE LÁ E ACONTECE POR VOLTA DE 17:00. À NOITE A ORLA É MUITO MOVIMENTADA E TEM UMA FEIRA MUITO BOA ONDE SE ENCONTRAM ROUPAS, ACESSÓRIOS, LEMBRANÇAS, CASTANHAS, BOLSAS, ETC.	PRAIA DE IRACEMA - FORTALEZA (CE)
21-06-2018	DANIEL I	31 CONTRIBUIÇÕES	OTIMA PRAIA NOTURNA	PRAIA PARA SE PASSEAR ANOITE PELO CALÇADÃO ONDE POSSUE MUITA MOVIMENTAÇÃO E COM MUITOS POLICIAIS NA REGIÃO.	PRAIA DE IRACEMA - FORTALEZA (CE)
20-06-2018	ALESSANDRA T	55 CONTRIBUIÇÕES	BOM	A PRAIA É LINDA E A ORLA SERIA UM BOM PASSEIO, MAS HÁ MUITOS VENDEDORES DE OBJETOS, DE PASSEIOS, DE HOTÉIS E DE AGÊNCIAS DE TURISMO ABORDANDO AS PESSOAS CONSTANTEMENTE, TIRANDO A TRANQUILIDADE DO PASSEIO.	PRAIA DE IRACEMA - FORTALEZA (CE)
19-06-2018	CONEVILLE N	FORTALEZA, CE	LINDO PARA FOTOS	NA PRAIA DE IRACEMA EXISTE UMA PONTE CHAMADA PONTE DOS INGLESES QUE É MUITO BONITA PARA SE FAZER FOTOS E LEVAR COMO RECORDAÇÃO.	PRAIA DE IRACEMA - FORTALEZA (CE)
19-06-2018	BEIJAFLORETULIPA	PORTO ALEGRE, BRASIL	PRAIA LINDA, MARAVILHOSA!!!	MELHOR PRAIA QUE JÁ FUI. COM TUDO AO ALCANCE: ENTRETENIMENTO, FARMÁCIAS, RESTAURANTES, FEIRINHAS DE ARTESANATO, MERCADO CENTRAL, CASA DE SHOWS.	PRAIA DE IRACEMA - FORTALEZA (CE)
19-06-2018	ADMILSON M	18 CONTRIBUIÇÕES	LOCAL AGRADÁVEL	VISITAMOS A NOITE, LOCAL AGRADÁVEL PARA ANDAR DE PATINS, CAMINHADA, BICICLETA, MUITOS AMBULANTES...	PRAIA DE IRACEMA - FORTALEZA (CE)
18-06-2018	MYLENADS	NITERÓI, RJ	ÓTIMA VISTA DA CIDADE	A PRAIA POSSUI ESPIGÕES DE ONDE É POSSÍVEL VER TODA A ORLA, É UMA VISTA LINDA! SEM CONTAR AS ESTATUAS DE IRACEMA. VALE A PENA O PASSEIO.	PRAIA DE IRACEMA - FORTALEZA (CE)
18-06-2018	RITA S	RIO DE JANEIRO, RJ	FALTA LIMPEZA	VISULA MUITO LINDO, MAS IMPOSSÍVEL DE FREQUENTAR, MUITO SUJA COM ÓLEO E OUVÍ DIVERSAS RECLAMAÇÕES DE CONTAMINAÇÃO	PRAIA DE IRACEMA - FORTALEZA (CE)
18-06-2018	PERSONAGEM 9	72 CONTRIBUIÇÕES	MEDIANO!	ACHEI MUITO SUJO, COM MUITOS PEDINTES, E MUITO PERIGOSO, NÃO GOSTEI MUITO, MAIS A BELEZA DO MAR ABAFA TUDO ISSO.	PRAIA DE IRACEMA - FORTALEZA (CE)
